ename,etname
附加荷载,属性名
支挡结构,抽象施工元素
安全防护带,物理施工元素
站台门,物理施工元素
安全线,物理施工元素
安全带内侧,空间位置
防滑地面,物理施工元素
安全防护带范围,空间位置
管理用房,空间
地下车站,建筑
沉降缝,空间位置
折线处,空间位置
排水系统,抽象施工元素
路基,物理施工元素
防淹闸槽,物理施工元素
地下车站出入口,空间位置
防淹闸槽,物理施工元素
消防专用出入口,空间位置
防淹闸槽,物理施工元素
无障碍电梯,进程工作成果
设施,抽象施工元素
车站设计,抽象施工元素
中间扶手,物理施工元素
乘客使用的楼梯,物理工作成果
端门,物理施工元素
站台端部,空间位置
应急门,物理施工元素
站台长度方向,属性名
坡道,物理工作成果
室外地面高差处,空间位置
沉降观察基准点,空间位置
桥梁,物理施工元素
防撞保护设施,抽象施工元素
桥墩,物理施工元素
防护设施,抽象施工元素
桥墩,物理施工元素
横向限位装置,抽象施工元素
板式橡胶支座,物理施工元素
便道,物理工作成果
桥下,空间位置
养护维修便道处,空间位置
桥下,空间位置
桥墩,物理施工元素
北方地区,空间位置
地面车辆荷载及排列,属性名
隧道,空间
中间各节长度,属性名
首节长度,属性名
密封垫沟槽,物理施工元素
管片,物理施工元素
全封闭式,属性值
地铁线路,专有名词
行车密度,属性名
远期最大能力,属性名
有关规定,专有名词
设计,行为(机器行为、人类行为)
城市总体规划,行为(机器行为、人类行为)
地铁工程设计,文件工作成果
城市轨道交通线网规划,行为(机器行为、人类行为)
地铁工程设计,文件工作成果
近期建设规划,行为(机器行为、人类行为)
地铁工程设计,文件工作成果
城市综合交通规划,行为(机器行为、人类行为)
地铁工程设计,文件工作成果
科技创新,效用(充当形容词)
地铁设计,行为(机器行为、人类行为)
节约资源,效用(充当形容词)
地铁设计,行为(机器行为、人类行为)
集约化建设,效用(充当形容词)
地铁设计,行为(机器行为、人类行为)
1435mm标准轨距,属性名
地铁线路,专有名词
双线线路,物理施工元素
正线,空间
远景线网规划,行为(机器行为、人类行为)
线路功能定位,属性名
远景线网规划,行为(机器行为、人类行为)
服务水平,属性名
远景线网规划,行为(机器行为、人类行为)
系统运能,属性名
远景线网规划,行为(机器行为、人类行为)
线路走向,属性名
远景线网规划,行为(机器行为、人类行为)
起讫点,属性名
远景线网规划,行为(机器行为、人类行为)
车辆基地选址,属性名
远景线网规划,行为(机器行为、人类行为)
资源共享,属性名
文件,文件工作成果
线路功能定位,属性名
文件,文件工作成果
服务水平,属性名
文件,文件工作成果
系统运能,属性名
文件,文件工作成果
线路走向,属性名
文件,文件工作成果
起讫点,属性名
文件,文件工作成果
车辆基地选址,属性名
文件,文件工作成果
资源共享,属性名
城市形态,属性名
建设时序,属性名
规模,属性名
建设时序,属性名
客流分布状况,属性名
建设时序,属性名
发展需求,属性名
建设时序,属性名
技术经济合理原则,文件工作成果
建设时序,属性名
城市形态,属性名
线路设计长度,属性名
规模,属性名
线路设计长度,属性名
客流分布状况,属性名
线路设计长度,属性名
发展需求,属性名
线路设计长度,属性名
技术经济合理原则,文件工作成果
线路设计长度,属性名
线网规划,行为(机器行为、人类行为)
车辆基地,空间
线网规划,行为(机器行为、人类行为)
停车场,空间
线网规划,行为(机器行为、人类行为)
联络线,空间
线网规划,行为(机器行为、人类行为)
控制中心,抽象施工元素
线网规划,行为(机器行为、人类行为)
主变电所,物理工作成果
建设时序,专有名词
车辆基地,空间
建设时序,专有名词
停车场,空间
建设时序,专有名词
联络线,空间
建设时序,专有名词
控制中心,抽象施工元素
建设时序,专有名词
主变电所,物理工作成果
线路运营,行为(机器行为、人类行为)
配线,物理施工元素
管理,行为(机器行为、人类行为)
配线,物理施工元素
安全要求,文件工作成果
配线,物理施工元素
工程条件,专有名词
配线,物理施工元素
设计运输能力,属性名
系统设计能力,属性名
行车密度,属性名
远期最大能力,属性名
《城市轨道交通技术规范》GB 50490,文件名
监控,行为(机器行为、人类行为)
《城市轨道交通技术规范》GB 50490,文件名
应急通信,行为(机器行为、人类行为)
《城市轨道交通技术规范》GB 50490,文件名
站台门,物理施工元素
《城市轨道交通技术规范》GB 50490,文件名
电视监视,行为(机器行为、人类行为)
线网规划,行为(机器行为、人类行为)
运营管理资源,专有名词
各线条件,属性名
运营管理资源,专有名词
资源共享,效用(充当形容词)
运营管理资源,专有名词
本章规定,文件工作成果
技术要求,文件工作成果
有关规定,专有名词
技术要求,文件工作成果
有关规定,专有名词
检查,行为(机器行为、人类行为)
有关规定,专有名词
试验,行为(机器行为、人类行为)
环境条件,属性名
使用条件,属性名
线路条件,属性名
使用条件,属性名
供电条件,属性名
使用条件,属性名
海拔,属性名
环境条件,属性名
环境温度,属性名
环境条件,属性名
最大相对湿度,属性名
环境条件,属性名
侵袭,行为(机器行为、人类行为)
环境条件,属性名
线路轨距,属性名
线路条件,属性名
最小平面曲线半径,属性名
线路条件,属性名
最小竖曲线半径,属性名
线路条件,属性名
正线,空间
线路条件,属性名
困难地段,空间
线路条件,属性名
出入线,空间
线路条件,属性名
联络线,空间
线路条件,属性名
特殊地形地区段,空间
线路条件,属性名
第6.2.1条,文件名
最小平面曲线半径,属性名
受电方式,属性名
供电条件,属性名
供电电压,属性名
供电条件,属性名
密封,环境条件
贯通道,空间
防火,环境条件
贯通道,空间
防水,环境条件
贯通道,空间
隔热,环境条件
贯通道,空间
隔声,环境条件
贯通道,空间
耐磨,属性值
渡板,物理施工元素
平顺,属性值
渡板,物理施工元素
防滑,属性值
渡板,物理施工元素
防夹,属性值
渡板,物理施工元素
抗拉强度,属性名
密封材料,属性名
安全可靠,效用(充当形容词)
密封材料,属性名
不易老化,效用(充当形容词)
密封材料,属性名
无损伤或异常磨耗,效用(充当形容词)
受电器,物理施工元素
无损伤或异常磨耗,效用(充当形容词)
供电设施,物理施工元素
有关规定,专有名词
额定工作电压,属性名
车辆,物理施工元素
容量,属性名
一次,属性值
列车车门,物理工作成果
自动调整制,行为(机器行为、人类行为)
制动系统,抽象施工元素
贯通,行为(机器行为、人类行为)
之间,空间位置
表15.3.3,文件名
间隙,空间位置
表5.2.1,文件名
基本参数,属性名
安装高度,属性名
基本参数,属性名
结构高度,属性名
基本参数,属性名
风荷载,属性名
基本参数,属性名
计算速度,属性名
基本参数,属性名
计算速度,属性名
基本参数,属性名
疏散平台,空间
基本参数,属性名
第15.3.21条,文件名
安装高度,属性名
表7.2.5-1,文件名
结构高度,属性名
表5.2.2,文件名
最小宽度,属性名
平面曲线最小半径,属性名
建筑限界,属性名
最大轨道超高,属性名
建筑限界,属性名
平面曲线最小半径,属性名
建筑限界,属性名
相同,效用(充当形容词)
高度,属性名
相同,效用(充当形容词)
高度,属性名
要求,属性名
警冲标,物理施工元素
规定,属性名
间隔距离,属性名
保持顺直,效用(充当形容词)
管线,物理施工元素
高架区间,空间
布置,行为(机器行为、人类行为)
岛式车站,建筑
布置,行为(机器行为、人类行为)
侧式车站,建筑
布置,行为(机器行为、人类行为)
正线,空间
设计,行为(机器行为、人类行为)
困难地段,空间
设计,行为(机器行为、人类行为)
特殊地形地区,空间
设计,行为(机器行为、人类行为)
联络线,空间
设计,行为(机器行为、人类行为)
出入线,空间
设计,行为(机器行为、人类行为)
区间隧道,建筑
设计,行为(机器行为、人类行为)
区间地面线,空间
设计,行为(机器行为、人类行为)
高架线,空间
设计,行为(机器行为、人类行为)
单渡线,空间
设置,行为(机器行为、人类行为)
单渡线,空间
设置,行为(机器行为、人类行为)
尽端站,建筑
设置,行为(机器行为、人类行为)
功能需要,属性名
组合布置,行为(机器行为、人类行为)
增设,行为(机器行为、人类行为)
尽端站,建筑
强度,属性名
轨道结构,物理施工元素
稳定性,属性名
轨道结构,物理施工元素
耐久性,属性名
轨道结构,物理施工元素
绝缘性,属性名
轨道结构,物理施工元素
弹性,属性名
轨道结构,物理施工元素
质量均衡,效用(充当形容词)
承载能力,属性名
弹性连续,效用(充当形容词)
承载能力,属性名
结构等强,效用(充当形容词)
承载能力,属性名
合理匹配,效用(充当形容词)
承载能力,属性名
使用功能,行为(机器行为、人类行为)
部件选型,行为(机器行为、人类行为)
少维修,效用(充当形容词)
部件选型,行为(机器行为、人类行为)
标准化,效用(充当形容词)
部件选型,行为(机器行为、人类行为)
系列化,效用(充当形容词)
部件选型,行为(机器行为、人类行为)
统一,行为(机器行为、人类行为)
部件选型,行为(机器行为、人类行为)
现代化,效用(充当形容词)
设计,行为(机器行为、人类行为)
机械化,效用(充当形容词)
设计,行为(机器行为、人类行为)
不宜,效用(充当形容词)
轨底坡,物理施工元素
表7.2.2,文件名
加宽值,属性名
递减,行为(机器行为、人类行为)
轨距加宽值,属性名
递减,行为(机器行为、人类行为)
轨距加宽值,属性名
规定,属性名
曲线超高设置,行为(机器行为、人类行为)
递减,行为(机器行为、人类行为)
曲线超高值,属性名
结构型式,专有名词
高度,属性名
表7.2.5-1,文件名
高度,属性名
表7.2.5-2,文件名
最小厚度,属性名
规定,文件工作成果
型式,属性名
表7.2.7,文件名
铺设数量,属性名
规定,文件工作成果
钢轨,物理施工元素
